gs_name	gene_hits	n	p.value	odds	padj
GO_NEGATIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS	AEBP2,AJUBA,AKIRIN2,ARID1A,ARID4A,ATAD2,ATF7IP,ATN1,ATRX,AURKB,BAZ2A,BMP2,BPTF,BRMS1,BTAF1,CALR,CBX3,CBX4,CCAR1,CCAR2,CCND1,CDC45,CDC73,CEBPA,CENPF,CHCHD3,CHD8,CHMP1A,CIC,CIRBP,CITED2,CNOT1,CREBBP,CREBZF,CTBP1,CTNNB1,CUX1,DDX5,DDX54,DEAF1,DHX34,DLG1,DNAJA3,DNAJB1,DNAJC2,DNMT1,DNMT3A,DOT1L,DUSP1,DYRK1A,E2F1,E4F1,EHMT1,EHMT2,ENO1,EP300,ERF,EXOSC10,EZR,FAM172A,FLCN,FOXK2,FOXO3,FUS,GATA6,GATAD2A,GNL3L,GON4L,HCFC1,HDAC1,HDAC10,HDAC4,HDAC5,HDAC6,HELLS,HIC2,HIPK2,HIRA,HMGB2,HNF4A,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPK,HNRNPL,HNRNPU,HSF1,HSPA1A,ID1,ID2,IGF2,IGF2BP1,IGHMBP2,ILF3,JUN,JUND,KAT6A,KAT7,KCNIP3,KDM1A,KDM2A,KDM5A,KDM5B,KDM5C,KMT2A,KMT2D,LARP1,LGR4,LRRFIP1,MAFK,MBD1,MBD3,MGA,MLXIPL,MORC2,MORF4L2,MPHOSPH8,MTA1,MTDH,MTOR,MYBBP1A,NCOR1,NCOR2,NDUFA13,NEIL1,NELFA,NELFCD,NELFE,NFE2L3,NFKB2,NIPBL,NOC2L,NONO,NOP53,NPM1,NR2F2,NR2F6,NR6A1,NSD1,NSD2,OGG1,OTUB1,OVOL2,PA2G4,PABPC1,PAF1,PARP1,PAWR,PAXBP1,PER1,PER2,PHB2,PHF12,PHF14,PIAS1,PLCB1,POLQ,PRDM16,PROX1,PSPC1,PTBP1,PTBP3,PTPRK,RBFOX2,RBM10,REL,RELB,RERE,RFC1,RIF1,RNF168,RNF40,RREB1,RSF1,RTEL1,RTF1,RXRA,SBNO2,SCAF4,SCAF8,SECISBP2,SET,SF1,SFPQ,SFSWAP,SIN3A,SIN3B,SKI,SKIL,SMAD2,SMAD3,SMARCA4,SMARCA5,SMARCC2,SOX9,SPEN,SQSTM1,SREBF1,SREBF2,SRSF10,SRSF2,SRSF4,SRSF6,SRSF9,STAT6,STRN3,SUDS3,SUPT5H,SUZ12,TAF3,TCERG1,TCF25,TCF3,TEN1,TGFB1,THRAP3,TIMELESS,TLE1,TLE3,TONSL,TPR,TRIM28,TRIM33,TRIP12,U2AF2,UBA52,UBB,UBC,UBE2D3,UBR5,UHRF1,VEGFA,VHL,WWC1,WWC2,WWP2,XRCC6,YBX1,YEATS2,YY1,ZBED6,ZBTB20,ZBTB7A,ZC3H4,ZGPAT,ZMYND8,ZNF131,ZNF536	1395	2.83105734184043e-08	1.53399688592062	0.000107098899241823
GO_REGULATION_OF_GENE_SILENCING	AGO2,AJUBA,ATAD2,ATF7IP,CDC45,DDX5,DNMT1,EGFR,EIF4G1,FXR1,HIRA,MAP2K2,MORC2,MPHOSPH8,MYCN,NCOR1,NCOR2,NUP160,NUP188,NUP205,NUP210,NUP214,NUP85,NUP88,POLR2A,POLR2E,POLR2H,POLR2J,POM121,PUM1,RANBP2,SIN3A,TGFB1,TPR,TRIM28,TRIM71	108	2.85496957952296e-08	3.43861132104006	0.000107974949497558
GO_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	AKAP9,ANAPC1,ANAPC2,ANKRD17,APP,ARID3A,AURKB,BABAM1,BRD4,BUB1B,BUB3,CCNB1,CCND1,CDC20,CDC25A,CDC25B,CDC45,CDC6,CDC73,CDK10,CDK5RAP2,CDK5RAP3,CDT1,CENPF,CEP164,CEP192,CEP250,CKAP5,CNOT1,CNOT3,CNTRL,CSNK1D,CSNK1E,CTDSP1,CUL4A,DDB1,DDRGK1,DUSP1,DYNC1H1,E2F1,EGFR,EIF4G1,EP300,ERCC2,ESPL1,FGFR1OP,GIGYF2,HAUS3,HAUS5,HSP90AA1,ID2,INO80,KMT2E,MAD1L1,MAPRE1,MIIP,MRNIP,NINL,NOP53,NPM1,PAF1,PAFAH1B1,PAGR1,PCM1,PCNT,PHB2,PKD1,PLCB1,PPP1R9B,PRKDC,PRMT1,PSMA7,PSMC2,PSMD1,PSMD11,PSMD2,PTEN,RCC2,RDX,RPTOR,SFI1,SIN3A,SOX4,TAOK2,TAOK3,TFDP1,TICRR,TOPBP1,TPR,TPX2,TUBB4B,VPS4A,WEE1,YWHAE,YWHAG,ZFP36L1,ZNF207	436	3.63635819191759e-08	1.9908137721277	0.000137490703236404
GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER	ABCA1,ADGRG6,ADORA2A,AKAP13,GNA12,GNAS,LGR4	248	4.72397266803758e-08	0.194472474576273	0.00017856616685182
GO_CELL_CYCLE_CHECKPOINT	ARID3A,AURKB,BABAM1,BCL2L1,BUB1B,BUB3,CCAR2,CCNB1,CCND1,CDC20,CDC45,CDC5L,CDC6,CDK5RAP2,CDK5RAP3,CDT1,CENPF,CNOT1,CNOT3,CUL4A,DDX39B,DLG1,DOT1L,DUSP1,E2F1,EP300,GIGYF2,INTS3,MAD1L1,MDC1,MRNIP,NOP53,PPP1R10,PRCC,PRKDC,PRMT1,PROX1,PRPF19,PTPN11,RAD9A,RPS6,SOX4,TAOK2,TAOK3,TFDP1,TGFB1,THOC5,TICRR,TIMELESS,TOP2B,TOPBP1,TPR,VPS4A,WAC,WEE1,ZNF207,ZWINT	215	5.09767898589353e-08	2.49193135897938	0.000192641288876917
GO_CHROMATIN_ORGANIZATION_INVOLVED_IN_REGULATION_OF_TRANSCRIPTION	ARID1A,ATAD2,ATF7IP,BAZ2A,CDC45,CTBP1,CTNNB1,DNMT1,DNMT3A,DOT1L,FAM172A,HDAC1,HDAC5,HELLS,HIRA,KMT2B,KMT2D,MBD1,MBD3,MORC2,MORF4L2,MPHOSPH8,PABPC1L,RIF1,SIN3A,SMARCA5,TRIM28,ZMIZ1,ZMIZ2	79	5.74986614326591e-08	3.98172815648763	0.000217229942892586
GO_CATION_TRANSPORT	ABCB6,ABCC2,ACTN4,ADORA2A,AFG3L2,AHNAK,AKAP9,ANXA6,APP,ARF1,ATF4,ATP13A1,ATP2A2,ATP2B2,CAMK2D,CCS,CHD7,CHERP,CNKSR3,COX4I1,CTNNB1,DIAPH1,DLG1,DLG2,DNM1L,DNM2,F2,FGF12,FKBP4,FTH1,FTL,HTT,ITPR2,JSRP1,KCNIP3,KCNQ1,KIF5B,LETM1,LIME1,LMTK2,MICU1,MINK1,MLLT6,MYLK,OXSR1,PACSIN3,PCSK9,PER1,PHB2,PIEZO1,PKD1,PLCB1,PLCG1,PLCG2,PMPCA,PTEN,RYR2,SCN9A,SEC14L1,SEC61A1,SHANK2,SLC12A4,SLC12A7,SLC1A5,SLC22A18,SLC38A1,SLC38A10,SLC38A3,SLC39A14,SLC3A2,SLC4A10,SLC4A7,SLC7A2,SLC7A5,SLC8A3,SPG7,TCIRG1,TF,TMCO3,TMEM63A,TPCN1,TPCN2,TPT1,TRPC4AP,TRPM7,UTRN,WNK1,WWP2,YWHAE	1130	5.83955196556438e-08	0.561280526531741	0.000220559877739367
GO_RNA_POLYADENYLATION	APP,CDC73,CPSF1,CPSF6,CPSF7,FIP1L1,HSF1,NELFE,PABPC1,PABPC1L,PAF1,PCF11,RNF40,SCAF8,SNRPA,SSU72,SUPT5H,SYMPK,VIRMA,WDR33	43	6.73796510657873e-08	5.95344717190859	0.000254425562424413
GO_NEGATIVE_REGULATION_OF_CELL_CYCLE	AKT2,ARID3A,ATRX,AURKAIP1,AURKB,BABAM1,BCL2L1,BMP2,BUB1B,BUB3,CALR,CBX3,CCAR2,CCNB1,CCND1,CCNF,CDC20,CDC45,CDC5L,CDC6,CDC73,CDK5RAP1,CDK5RAP2,CDK5RAP3,CDT1,CEBPA,CENPF,CHMP1A,CNOT1,CNOT3,CTDSP1,CTNNB1,CUL4A,DDX39B,DHCR24,DLG1,DOT1L,DUSP1,E2F1,E4F1,EGFR,EHMT1,EHMT2,EIF4G2,EP300,ESPL1,GATA6,GIGYF2,HSP90AB1,HTRA2,ID2,ILK,INHA,INTS3,IPO5,KAT2A,KMT2E,LATS2,MAD1L1,MAPK12,MDC1,MGA,MIIP,MLXIPL,MRNIP,MTOR,MYBBP1A,NOP53,NPM1,NR2F2,PHC3,PKD1,PPM1G,PPP1R10,PPP1R15A,PPP1R9B,PRCC,PRKDC,PRMT1,PROX1,PRPF19,PSMA7,PSMC2,PSMD1,PSMD11,PSMD2,PTEN,PTPN11,PTPRK,RAD9A,RASSF1,RBM14,RPS6,RPTOR,RRM2,SCRIB,SGSM3,SKIL,SMAD3,SOX4,STK11,SUZ12,TAF6,TAOK2,TAOK3,TFDP1,TGFB1,THBS1,THOC5,TICRR,TIMELESS,TOP2B,TOPBP1,TPR,TSPYL2,VPS4A,WAC,WDR6,WEE1,ZFP36L1,ZNF207,ZWINT	592	7.98740945054628e-08	1.81184927832084	0.000301524706758122
GO_POSITIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC	ACTB,ARID1A,ATAD2,BAZ1B,CTNNB1,DDX21,DEK,EP300,KAT2A,KMT2B,MYBBP1A,PABPC1L,POLR1A,POLR1E,POLR2E,POLR2H,SF3B1,SMARCA5,TAF1C,TAF1D,ZMIZ1,ZMIZ2	51	8.07447856907925e-08	5.19696584266187	0.000304730821197051
GO_DNA_PACKAGING	ACIN1,AKAP8L,ANP32B,ASH1L,ATRX,BRD2,CABIN1,CCNB1,CENPT,CHAF1A,CHMP1A,GRWD1,HELLS,HIRA,HJURP,HMGB2,HP1BP3,IPO4,KAT6A,MCM2,NAA60,NAP1L1,NCAPG2,NCAPH2,NIPBL,NOC2L,NPM1,PAF1,PHF23,RSF1,RUVBL1,SART3,SET,SMARCA1,SMARCA5,SMC4,SOX9,TPR,TSPYL1,TSPYL2,UBN1	136	8.7585495278806e-08	2.97074520765081	0.000330460073686935
GO_NEGATIVE_REGULATION_OF_MRNA_PROCESSING	DYRK1A,HNRNPA2B1,HNRNPK,HNRNPL,NELFE,NPM1,PTBP1,RBM10,RNF40,SFSWAP,SRSF10,SRSF4,SRSF6,SRSF9,SUPT5H,U2AF2	30	1.25805287359672e-07	7.8118928498178	0.000474537543920683
GO_PROTEIN_CONTAINING_COMPLEX_LOCALIZATION	AGFG1,AKAP8L,AP3D1,CASC3,CHTOP,CPSF1,DAG1,DBN1,DDX39A,DDX39B,DHX38,DLG1,DLG2,DNM2,DYNC2H1,EXOC3L4,EZR,FIP1L1,FKBP4,GPC6,GRIPAP1,HNRNPA2B1,HNRNPU,IFT80,IWS1,KIF5B,LTV1,MCM3AP,NPM1,NUP160,NUP188,NUP205,NUP210,NUP214,NUP85,NUP88,PABPN1,PCM1,POLDIP3,POM121,RANBP2,RCC2,RPS15,SCRIB,SETD2,SFPQ,SLBP,SMG1,SMG5,SMG7,SRRM1,SRSF1,SRSF11,SRSF2,SRSF3,SRSF4,SRSF5,SRSF6,SRSF9,SUPT6H,SYMPK,THOC5,TNFAIP2,TPR,U2AF2,UPF1,WDR33,YTHDC1,ZC3H11A	284	1.27278823345987e-07	2.22115797817254	0.000479968442837718
GO_REGULATION_OF_CATABOLIC_PROCESS	ABCA2,ADAM9,AGO2,AKT2,ANP32A,APOA1,APOE,APP,ARAF,ARIH1,ARIH2,ATG4B,BAG6,BANP,CAPNS1,CCAR2,CDC37,CDK5RAP3,CEBPA,CHMP4B,CIRBP,CLU,CNOT1,CSNK1D,CSNK1E,CTSA,CTTN,DAPK3,DDB1,DDRGK1,DHX34,DNM1L,DVL1,E2F1,EEF1A1,EGFR,EIF4G1,EIF4G2,EP300,EZR,FAF1,FLCN,FOXK2,FOXO3,FURIN,FUS,FXR1,FZD5,GAPDH,GGA1,GIGYF2,GNA12,GOLGA2,GPC3,GSK3B,GTPBP1,HDAC4,HDAC6,HERC1,HGS,HIF1A,HIPK2,HNRNPC,HNRNPD,HNRNPM,HNRNPR,HNRNPU,HSF1,HSP90AA1,HSP90AB1,HSPA1A,HSPA1B,HTRA2,HTT,IGF2BP1,IGF2BP2,IRS1,ITCH,KHSRP,LARP1,LDLR,LRP1,MCL1,MLXIPL,MOV10,MTDH,MTOR,MYCBP2,NDUFA13,NFE2L2,NOP53,NPM1,NRDC,NUP160,NUP188,NUP205,NUP210,NUP214,NUP85,NUP88,OAZ1,OPTN,PABPC1,PABPC4,PACSIN3,PCSK9,PDE3B,PHF23,PIAS1,PKD1,POM121,PSMA7,PSMC2,PSMD1,PSMD11,PSMD2,PTEN,PUM1,RACK1,RAD23B,RANBP2,RBM10,RC3H1,RDX,RHBDD3,RHBDF1,RNF40,ROCK1,ROCK2,RPL5,RPTOR,SCARB1,SCFD1,SECISBP2,SERBP1,SET,SF3B3,SGSM3,SMAD3,SMARCC1,SMURF1,SNRNP70,SNX1,SNX32,SNX5,SOX9,SREBF1,SREBF2,STK11,SUPT5H,TAB2,THRAP3,TMEM259,TPCN1,TPCN2,TPR,TRIM71,TRIM8,UBA52,UBAC2,UBB,UBC,UBE3A,UCHL1,ULK1,UPF1,USP10,USP19,USP7,VCP,WAC,WASHC1,WDR6,WWP2,XBP1,YBX1,ZBTB20,ZBTB7A,ZFP36L1	963	1.57747961966834e-07	1.60411529107425	0.000594709816614964
GO_KERATINIZATION	CAPNS1,FURIN,KRT18,KRT8,PCSK6,PKP4	224	1.605362380221e-07	0.184500641787192	0.000605061081105294
GO_POSITIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS	AGO2,CCNB1,CDC73,CIRBP,CNOT1,DAZAP1,GIGYF2,GTPBP1,HNRNPD,HNRNPR,HSF1,KHSRP,MOV10,NCL,PABPC1,PAF1,PRPF19,PUM1,RBM3,RC3H1,ROCK1,ROCK2,SNRNP70,THRAP3,TRA2B,TRIM71,UPF1,ZFP36L1	78	1.67726340161291e-07	3.84224773805453	0.000631992849727744
GO_CIRCADIAN_RHYTHM	ADORA2A,AHCY,ATF4,CCAR2,CSNK1D,CSNK1E,DDB1,DYRK1A,EGFR,EP300,GSK3B,HDAC1,HNF4A,HNRNPD,HNRNPL,HNRNPR,HNRNPU,HUWE1,ID1,ID2,IMPDH2,JUN,JUND,KDM2A,KDM5A,KMT2A,LGR4,MTA1,MTOR,MYBBP1A,MYCBP2,NCOR1,NONO,NR2F6,PER1,PER2,PHLPP1,PRKDC,PROX1,PSPC1,PTEN,RAI1,RBM4,RBM4B,RELB,ROCK2,SFPQ,SIN3A,SREBF1,THRAP3,TIMELESS,TOP1,UBE3A,USP7	206	1.68875319168306e-07	2.4513389709578	0.000636153327307009
GO_MRNA_CIS_SPLICING_VIA_SPLICEOSOME	DDX23,PRPF40A,RBM19,RBM4,RBM4B,SART1,SFSWAP,SNRNP200,SRSF1,SRSF10,SRSF2,SRSF3,SRSF4,SRSF5,SRSF6,SRSF9,WBP11	34	1.74469161280198e-07	6.83843951430024	0.000657050861381224
GO_NEGATIVE_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME	DYRK1A,HNRNPA2B1,HNRNPK,HNRNPL,NPM1,PTBP1,RBM10,SFSWAP,SRSF10,SRSF4,SRSF6,SRSF9,U2AF2	21	1.84400527577076e-07	11.0968632130718	0.000694267986327691
GO_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	ADRM1,BRD4,CCAR2,CDC73,CDK12,CDK13,DDX39B,ELL,ELL2,ERCC2,HNRNPU,IWS1,NELFA,NELFCD,NELFE,PAF1,POLR1A,POLR1E,POLR2A,POLR2E,POLR2H,POLR2J,RNF168,RTF1,SCAF8,SETD2,SSRP1,SUPT16H,SUPT5H,SUPT6H,TAF1C,TAF1D,TCEA1,THOC5,UBTF	111	2.10000803327747e-07	3.16481232393088	0.00079044302372564
GO_PEPTIDYL_LYSINE_METHYLATION	ARID4A,ARID4B,ASH1L,ATRX,BRD4,CTNNB1,DNMT1,DOT1L,EHMT1,EHMT2,IWS1,KDM1A,KMT2A,KMT2B,KMT2C,KMT2D,KMT2E,KMT5B,MLLT6,NELFE,NSD1,NSD2,PAGR1,PIH1D1,PRDM16,RIF1,RTF1,SETD1A,SETD1B,SETD2,SETD5,SUPT6H,SUZ12,TET3,WDR5,WDR82,ZNF335	119	2.17076291173955e-07	3.10261970773577	0.000816858083687593
GO_INTRACELLULAR_PROTEIN_TRANSPORT	ACAA1,AGFG1,AGPS,AKAP8L,AKT2,ANP32B,AP1B1,AP1G1,AP1M1,AP2A1,AP2A2,AP3D1,AP4M1,AP4S1,ARF1,ARIH2,AUP1,CALR,CAMSAP3,CASC3,CDC37,CHMP4B,CHTOP,CLIP1,CLTB,CLU,COPG1,CPSF1,CSE1L,CTDSPL2,CTSA,CTTN,DDX39A,DDX39B,DECR2,DHX38,DLG2,DUSP16,DYNC2H1,ERBB2,FIP1L1,FZD5,GGA1,GGA2,GRIPAP1,GSK3B,GSTK1,HDAC6,HERC2,HGS,HM13,HNRNPA2B1,HNRNPU,HSP90AA1,HSP90B1,HSPA5,HSPA9,HSPD1,HTRA2,HUWE1,IFT80,IPO4,IPO5,IWS1,KCNIP3,KIF13B,KIF5B,KPNB1,LMAN1,LTV1,MAPK8IP3,MCM3AP,MYO6,MYO7A,NCOA4,NDEL1,NDUFA13,NFKBIA,NPLOC4,NPM1,NUCB1,NUP160,NUP188,NUP205,NUP210,NUP214,NUP85,NUP88,OAZ1,PABPN1,PARD3,PCM1,PCNT,PECR,PHB2,PKD1,PMPCA,POLDIP3,POM121,PPP1R10,PTPN11,RAB10,RANBP2,RANGAP1,RGPD5,RIPOR1,RNF31,RPL10A,RPL13A,RPL14,RPL15,RPL19,RPL23A,RPL28,RPL3,RPL35,RPL37,RPL37A,RPL4,RPL5,RPL7A,RPL8,RPLP1,RPLP2,RPS11,RPS15,RPS16,RPS24,RPS6,RPS9,SCRIB,SEC16A,SEC24C,SEC61A1,SEC63,SEL1L,SETD2,SFPQ,SGSM2,SGSM3,SLBP,SMAD3,SMG1,SMG5,SMG7,SMURF1,SNX1,SNX13,SNX2,SNX5,SORCS2,SREBF1,SREBF2,SRRM1,SRSF1,SRSF11,SRSF2,SRSF3,SRSF4,SRSF5,SRSF6,SRSF9,STX16,SUPT6H,SYMPK,SYVN1,TAOK2,TBC1D17,TBC1D5,TBC1D9,TGFB1,THOC5,TIMM10B,TIMM23B,TLK1,TM9SF4,TMED9,TMEM30A,TNPO2,TOM1,TOMM5,TPR,TRAK1,TRIM28,U2AF2,UBA52,UBAC2,UBB,UBC,UBE2D3,UBR5,UPF1,VCP,VPS13A,VPS16,VPS37A,VPS4A,VTI1A,WDR33,XPO6,YTHDC1,YWHAE,YWHAG,ZC3H11A,ZDHHC24	1137	2.27315495890339e-07	1.54960043441104	0.000855160895539456
GO_CHROMATIN_ASSEMBLY	ANP32B,ATRX,BRD2,CABIN1,CENPT,CHAF1A,GRWD1,HELLS,HIRA,HJURP,HMGB2,HP1BP3,IPO4,KAT6A,MCM2,NAA60,NAP1L1,NOC2L,NPM1,PAF1,RSF1,RUVBL1,SART3,SET,SMARCA1,SMARCA5,SOX9,TPR,TSPYL1,TSPYL2,UBN1	93	2.57376191062156e-07	3.43247846085388	0.000967991854584769
GO_GENE_SILENCING_BY_RNA	AGO2,AJUBA,CELF1,CNOT1,CNOT3,DDX17,DDX5,DGCR8,EGFR,EIF4G1,FAM172A,FXR1,HNRNPA2B1,MAP2K2,MOV10,MYCN,NCOR1,NCOR2,NUP160,NUP188,NUP205,NUP210,NUP214,NUP85,NUP88,PABPC1,POLR2A,POLR2E,POLR2H,POLR2J,POM121,PUM1,RANBP2,RBM4,SMAD2,SMAD3,SND1,SRRT,TGFB1,TPR,TRIM71,ZC3H7B	147	3.28709176601814e-07	2.75276373755733	0.00123594650402282
GO_TRANSMEMBRANE_TRANSPORT	ABCA1,ABCA2,ABCB6,ABCC2,ABCC6,ABCF1,ACACA,ACTB,ACTN4,AFG3L2,AHNAK,AKAP9,AKT2,ANXA6,APOA1,APP,ARF1,ASPH,ATP13A1,ATP2A2,ATP2B2,C3,CAMK2D,CHD7,CHERP,CLCC1,CLCN6,CLCN7,CLIC1,CLU,CNKSR3,COX4I1,DIAPH1,DLG1,DLG2,DNM2,EIF2S2,F2,FFAR4,FGF12,GPC3,HNF1A,HSPA5,HSPD1,HTT,IRS1,ITPR2,JSRP1,KCNIP3,KCNQ1,KIF5B,LETM1,LIME1,MCL1,MFSD10,MICU1,MINK1,MTOR,NFE2L2,OAZ1,OXSR1,PCSK9,PER2,PHB2,PIEZO1,PKD1,PLCB1,PLCG1,PLCG2,PMPCA,PSMA7,PSMC2,PSMD1,PSMD11,PSMD2,PTEN,PTPN11,RAF1,RYR2,SCARB1,SCN9A,SEC61A1,SEC63,SEL1L,SHANK2,SLC12A4,SLC12A7,SLC16A3,SLC16A5,SLC17A9,SLC19A1,SLC1A5,SLC22A18,SLC25A1,SLC26A1,SLC26A6,SLC29A2,SLC35C2,SLC38A1,SLC38A10,SLC38A3,SLC39A14,SLC3A2,SLC43A1,SLC4A10,SLC4A2,SLC4A7,SLC6A13,SLC6A6,SLC7A2,SLC7A5,SLC8A3,SLCO5A1,SPG7,SPNS1,TCIRG1,TF,THBS1,TIMM23B,TMC6,TMCO3,TMEM30A,TMEM63A,TPCN1,TPCN2,TRPC4AP,TRPM7,TST,UBA52,UBB,UBC,UTRN,VCP,WNK1,WWP2,XPR1,YWHAE	1547	3.44372807806739e-07	0.635097243072102	0.00129449738454553
GO_CYTOSKELETON_ORGANIZATION	ACTB,ACTN1,ACTN4,ACTR1B,AGFG1,AGRN,AJUBA,AKAP13,AKAP9,ALDOA,AMOTL2,APOA1,APOE,ARAP1,ARF1,ARFGEF1,ARHGDIA,ARHGEF10L,ARHGEF11,ARHGEF17,ASPM,ATRX,ATXN7,AURKB,BAIAP2L1,BCAR1,CALR,CAMSAP3,CCDC88C,CCNB1,CCNF,CD2AP,CDC20,CDC42BPB,CDC42EP1,CDK10,CDK5RAP2,CECR2,CEP120,CEP192,CEP250,CEP350,CFL1,CFLAR,CHD3,CHMP1A,CHMP4B,CIT,CKAP5,CLIP1,CNTLN,CNTRL,CNTROB,CORO1B,CORO7,CROCC,CSF1R,CSNK1D,CTNNB1,CTTN,CYTH2,DAG1,DAPK3,DBN1,DBNL,DIAPH1,DIAPH3,DLG1,DST,DVL1,DYNC1H1,DYNC1LI2,DYRK1A,EHBP1,EML4,ENAH,EPB41L2,ESPL1,EZR,FBXW5,FES,FGFR1OP,FKBP4,FLII,FLNB,FMNL2,FTCD,GAPDH,GAS8,GBA2,GOLGA2,GSK3B,HAUS3,HAUS5,HDAC6,HNRNPU,HOOK1,HOOK3,HSP90B1,HSPA1A,HSPA1B,HTT,ID1,ILK,INF2,INO80,IQGAP2,IQSEC1,ITPKA,KANK1,KAT2A,KIF18B,KIFC1,KPNB1,KRT18,KRT8,LAMA5,LLGL2,LRP1,LZTS2,MACF1,MAEA,MAPRE1,MARCKS,MARK4,MAST2,MDK,MICAL3,MINK1,MTOR,MYBL2,MYCBP2,MYH10,MYH14,MYH3,MYH9,MYO18A,MYO1B,NCOR1,NDEL1,NEB,NES,NINL,NPM1,NRP1,NSFL1C,NTMT1,NUMA1,OBSL1,PACSIN2,PACSIN3,PAFAH1B1,PAK4,PARD3,PAWR,PCM1,PCNT,PDCD6IP,PDLIM7,PDZD8,PFN1,PHACTR1,PHACTR4,PHIP,PHLDB1,PHPT1,PKD1,PLEC,PLXNB1,PPFIA1,PPP1R12A,PPP1R9B,PRC1,PROX1,PRPF40A,RAC1,RAF1,RASSF1,RBM14,RDX,RNF4,ROCK1,ROCK2,SERPINF2,SETD2,SIK3,SIPA1L3,SMAD3,SMC1A,SMTN,SON,SOX9,SPECC1,SPECC1L,SPIRE2,SPTAN1,SPTBN1,SPTBN2,STAG1,STRIP1,SUN1,SUN2,TACC1,TACC3,TAOK2,TBCD,TF,TLN1,TNIK,TPM2,TPM3,TPM4,TPR,TPX2,TRIP10,TRPM7,TUBB4B,TUBGCP2,TUBGCP3,TUBGCP6,VCP,VIL1,VPS4A,WAS,WASHC1,WASHC2C,WDR62,WEE1,ZNF207	1309	4.12660161317227e-07	1.49630900066667	0.00155077688623014
GO_NEGATIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS	AGO2,APOE,ATF4,CALR,CAPRIN1,CELF1,CIRBP,CLU,CNOT1,CNOT3,CPEB4,DAPK3,DHFR,EIF3E,EIF4G1,FXR1,GAPDH,GIGYF2,HNRNPD,HNRNPR,IGF2BP1,IGF2BP2,ILF3,KHSRP,LARP1,MOV10,NCL,PCIF1,PUM1,RACK1,RBM4,RC3H1,ROCK1,ROCK2,RPL13A,TIA1,TPR,TRIM71,UNK,UPF1,ZFP36L1	143	4.24897061268768e-07	2.76546650655247	0.00159633825918676
