gs_name	gene_hits	n	p.value	odds	padj
GO_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE	RAD9A,RPL26,RPS3,SKIL	6	0.0026414913530028	14.5137263101706	1
GO_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_PHOSPHATASE_SIGNALING_PATHWAY	PTPRD,PTPRF,PTPRU,TRIO	6	0.0026414913530028	14.5137263101706	1
GO_POSITIVE_REGULATION_OF_EMBRYONIC_DEVELOPMENT	CLASP1,CLASP2,CTNNB1,GATA3,GJA1,PAFAH1B1,PLCB1,RACK1,RBM19,SHH,WNT1	36	0.00270363200135461	3.20008421404006	1
GO_POSITIVE_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	ANAPC2,APOA1,ARHGDIA,ARHGEF7,C1QBP,CALR,CDC42,CDH4,CUX1,DISC1,DNM1L,DNM2,FLNA,FN1,IST1,LRP1,LRP8,MAP3K13,MEGF8,OBSL1,PAFAH1B1,PLXNA1,PLXNB1,PTPRD,RELN,RHOA,RREB1,SEMA4D,SKIL,STK25,TNFRSF12A,TRAK1	156	0.00278403030008451	1.88435266820133	1
GO_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	BCL2,BCL2L1,BID,DNM1L,FIS1,RACK1,RAD9A,RPL11,RPL26,RPS3,S100A9,SIAH1,SKIL,SLC9A3R1,SOD1	56	0.00288546974374269	2.66347476979838	1
GO_CHROMATIN_ORGANIZATION	ACTB,AEBP2,ANP32B,ARID1A,ARRB1,ASH1L,ASXL1,ATAD2,ATM,ATRX,AUTS2,BABAM2,BAZ1B,BAZ2A,BCORL1,CDC45,CECR2,CENPT,CHD2,CHD4,CHD6,CHD7,CREBBP,CTCF,CTNNB1,EHMT1,EHMT2,EP400,EYA4,FBL,GATA2,GATA3,GPX4,GTF2B,HCFC1,HDAC10,HDAC4,HDAC5,HDAC6,HDAC9,HIRA,HMGA1,HMGA2,HNRNPC,HP1BP3,HUWE1,IGF2,INO80E,JADE3,JMJD1C,KANSL3,KAT6A,KAT7,KDM2A,KDM4A,KDM5A,KDM5C,KMT2D,KPNA7,MAP1S,MECOM,MKI67,MLLT6,MORF4L1,MTA3,MYSM1,NAP1L1,NAP1L4,NCOR1,NOS1,NPM1,NUCKS1,OTUB1,PCGF3,PHF10,PHF13,PHF20,POLE3,PRKD1,PRMT2,PTMA,PYGO2,RBBP7,RBM14,RCOR1,RERE,RNF40,RPS6KA5,RSF1,SAFB,SETD5,SIN3B,SMARCA1,SMARCC1,SMARCD1,SMYD3,SRCAP,SRPK1,SUPT3H,SUPT6H,SYCP1,TBL1X,TBL1XR1,TPR,TRRAP,USP22,USP7,YEATS2,ZFPM1,ZMIZ1	694	0.00289985633810937	1.38694139259619	1
GO_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY	ACSL3,ADAR,ADD1,AGO2,AHNAK,AKR1C1,ALB,AMER1,ANP32B,ANXA2,ANXA6,AP2B1,AP2M1,APOA1,APOC2,ARFGEF1,ARHGEF2,ARPC1B,ARPC4,ARPC5,ATL3,ATM,ATRX,B4GALT1,BAIAP2L1,BAZ2A,BCL9L,BID,BIN1,CAB39,CALR,CAND2,CAPZA2,CAPZB,CBY1,CD74,CDC42,CDC45,CDK5RAP2,CELF4,CENPT,CEP192,CHMP3,CHMP4B,CHP1,CLASP1,CLASP2,CLDN1,CLDN3,CLIP1,CLU,COG4,CORO1B,CPSF7,CREBBP,CRYAB,CTNNB1,CUL4A,DDX39B,DGKD,DIAPH1,DNM1L,ECSIT,ECT2,EIF2D,EIF3A,EIF3B,EIF3G,EIF4B,EIF4G1,EIF6,ERCC1,F5,FANCA,FARSB,FCHSD2,FERMT3,FIS1,FKBP1A,FN1,FSCN1,FUS,G3BP2,GEMIN5,GJA1,GPX4,GRIN2B,GTF2B,HCFC1,HDAC6,HDGFL3,HIRA,HMGA1,HOMER1,HP1BP3,HSP90AB1,HSPA1B,HSPA8,IAPP,IGF1R,JMY,KAT6A,KCNB1,KCND2,KCTD19,KCTD21,KMT2D,LETM1,LLGL1,MARCKS,MCM7,MET,MGST1,MICALL2,MID1IP1,MIF,MNAT1,MRPL11,MRPL20,MSRB1,MTPN,MYO1C,MZT1,NAP1L1,NAP1L4,NDUFS8,NDUFV2,NME2,NPM1,NUP62,P4HB,PARD3,PDCD6,PDCD6IP,PDE4DIP,PDGFC,PFN1,PIEZO1,PIH1D3,PKD1,PKM,PLEKHA7,POLE3,PPP6R3,PRPF19,PRPF39,PSMC3,PSMD11,PSMG4,PTGER4,PYGO2,RAB1B,RACK1,RALB,RBBP7,RBMX,RHOA,RIMS1,RIPOR2,RPL10,RPL11,RPL13A,RPL3,RPL38,RPL5,RPL6,RPLP0,RPS10,RPS14,RPS15,RPS19,RPS27,RPS27A,RPS28,RPS3,RPS5,RPSA,RRM2,RSF1,SCFD1,SCUBE1,SEC13,SEC24B,SEC24D,SENP6,SERPINA1,SF3A1,SKAP2,SLC9A3R1,SLC9A3R2,SMYD3,SNUPN,SNX9,SOAT1,SOX12,SPIDR,SPIRE2,SPTAN1,SPTBN1,SPTBN2,SRPK1,SRPK2,SSBP3,SYCP1,SYT1,TAPBP,TARBP2,TBC1D20,TCP1,TGFB1,TLE1,TLE2,TLN1,TMSB10,TNFRSF1A,TP53BP1,TPPP,TRABD2A,TRABD2B,TRAF2,TRAPPC9,TRPV4,TRRAP,TSC1,TSPAN4,TTC17,TUBGCP4,TXNL4A,UBA52,UBE2K,UNC13A,UPK1A,UQCC1,UXS1,VAMP4,VCP,WAS,YME1L1,YTHDC1,YWHAB,ZDHHC8	1671	0.00293059257430189	1.25298388421315	1
GO_FEEDING_BEHAVIOR	ADM2,IAPP,UCHL1	100	0.00294753649297039	0.222861583853396	1
GO_RIBOSOME_BIOGENESIS	BTRC,C1QBP,CHD7,CUL4A,DDX49,DHX37,EFL1,EIF6,FBL,MRPL11,MRPL20,NHP2,NOC4L,NPM1,NSA2,NSUN4,NUP88,RPL10,RPL11,RPL14,RPL26,RPL27,RPL3,RPL35,RPL35A,RPL38,RPL5,RPL6,RPL7A,RPLP0,RPS10,RPS14,RPS15,RPS16,RPS17,RPS19,RPS21,RPS24,RPS27,RPS28,RPS5,RPS6,RPS8,RPS9,RPSA,RPUSD1,SDAD1,TSC1,WDR12,WDR74,XPO1	280	0.00295129847340858	1.63031846533197	1
GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	AMBP,ARHGAP35,ARHGAP42,ARHGEF2,ARRB1,ASH1L,ATM,BANK1,BCL2,BCL2L1,BID,C1QBP,CALM3,CAMK2N1,CARD8,CCAR2,CD74,CHP1,CLU,CPNE1,CSK,DNAJA1,DUSP5,DUSP9,EFNA1,EIF3A,ENO1,EZR,F2RL1,FBLN1,FOXO1,GPER1,GPS2,GSTP1,HIF1A,HSPB1,HYOU1,IGF1R,IRAK3,IVNS1ABP,LZTR1,MAPK7,MAPKBP1,MECOM,MET,MFN2,MIF,NCOR1,NUP62,PAFAH1B1,PDCD6,PDE10A,PDE3A,PDE3B,PDE4D,PEBP1,PIK3R2,PKHD1,PPEF2,PPIF,PPP2CA,PTTG1IP,RACK1,RHOA,RIPOR2,RORA,SEC14L1,SESN2,SLC9A3R1,SPINK1,SPRED2,SZT2,TAOK3,TLE1,TMBIM6,TMEM161A,TPT1,TSC1,UCHL1,XBP1,ZNF675	487	0.00297956310923497	1.46515846500508	1
GO_CELLULAR_PROTEIN_COMPLEX_DISASSEMBLY	ADD1,ARHGEF2,ASPH,CAPZA2,CAPZB,CCSAP,CFL1,CLASP1,CLASP2,DAP3,DSTN,EIF5A,EIF5AL1,F2RL1,GAK,GFM2,GSPT1,HDAC6,HDGFL3,HSPA8,KIF24,KIF2A,KIF2C,MAP1S,MID1,MID1IP1,MRPL11,MRPL20,MRPL3,MRPL33,MRPL48,MRPS22,MRPS26,MRRF,MTPN,NCKAP5,SPTAN1,SPTBN1,SPTBN2,TRPV4,VPS4A	215	0.00303889536190954	1.72262817099779	1
GO_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	ACSL3,ANK3,AP2B1,BCL2,BID,CACNB3,CHP1,E2F1,EZR,FIS1,GPER1,KCNB1,LRP1,MYO1C,NMT1,PLS1,PPP3R1,RACK1,RER1,SPTBN1,TCAF1,TFDP1,YWHAB,YWHAE,YWHAQ,YWHAZ	121	0.00307767821534661	1.99637411235756	1
GO_MULTICELLULAR_ORGANISM_REPRODUCTION	ACSL4,ACTR1A,ACVR1,ADGRG2,AFP,ARRB1,ASH1L,ATM,ATRX,B4GALT1,BCL2,BCL2L1,CALR,CELF4,CFAP54,CTNNB1,DAZAP1,DNAJA1,DNM2,E2F1,ERCC1,FANCA,FNDC3A,FOXJ1,GJA1,GOLGA3,GPX4,HDAC4,IQCG,KDM5A,KIFC1,KMT2D,LDOC1,LIMK2,MAPK1,MEI4,NR2F2,NUP62,OCA2,PAFAH1B1,PANK2,PAQR7,PDE3A,PHC2,PLA2G6,PPARD,PYGO2,RFX2,RNF17,RPS6,RXRA,SIAH1,SKIL,SLC26A3,SLC9C1,SOD1,SPIN3,SPINK1,SPIRE2,SRPK1,SUN1,SYCP1,TARBP2,TBC1D20,TDRD12,TEX11,THRB,TSNAXIP1,TYRO3,USP9X,USP9Y,WEE2,ZFP41,ZMIZ1	828	0.00311713359602536	0.699393045802881	1
GO_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	ADAR,AMBP,ARRB1,ASH1L,CALM3,CAMK2N1,CBL,CBLB,CDKN2B,CEBPA,CHP1,CSK,CTNNB1,DNAJA1,DNAJC10,DNAJC3,DUSP5,DUSP9,EFNA1,EIF3A,EIF4G1,ELFN1,ENSA,EZR,F2RL1,FBLN1,FKBP1A,FOXO1,GCLC,GPER1,GPS2,GSKIP,GSTP1,HSPA1B,HSPB1,IGF1R,IPO7,IRAK3,IVNS1ABP,KDM5A,KLF15,LATS2,MECOM,MGAT5,MLLT6,MLXIPL,NCOR1,NPM1,NR2F2,NUP62,OTUB1,PAFAH1B1,PAK2,PARD3,PDE4D,PEBP1,PHACTR1,PID1,PIK3R2,PKIG,PPEF2,PPP1R37,PPP2CA,PRKDC,PTPA,RACK1,ROCK2,RPL11,RPL23,RPL5,RPS3,RPTOR,SEMA4D,SH3BP5,SLC9A3R1,SMYD3,SOCS1,SPINK1,SPRED2,SUPT6H,TAOK3,TARBP2,TARDBP,TGFB1,U2AF2,UCHL1,VPS25,WEE2,WNK1,XRCC1,YWHAB,YWHAE,ZNF675	572	0.00323507779614463	1.42747138190867	1
GO_MITOTIC_SPINDLE_ASSEMBLY	CCSAP,CEP192,CHMP4B,CLASP1,FLNA,HSPA1B,KIF2A,KIF3B,KIFC1,KPNB1,MYBL2,MZT1,RHOA,TPR,TPX2	57	0.00325184779407578	2.59987705858025	1
GO_DEFENSE_RESPONSE_TO_VIRUS	ADAR,BCL2,C1QBP,CARD9,DNAJC3,F2RL1,FLNA,G3BP1,LYST,PCBP2,RNF216,SEC14L1,SERINC5,TARBP2,ZCCHC3	238	0.00361501182888835	0.483284255636794	1
GO_PLATELET_DEGRANULATION	A2M,ACTN4,AHSG,ALB,APLP2,APOA1,CD63,CLU,F13A1,F5,FERMT3,FLNA,FN1,IGF2,LAMP2,ORM1,PLG,PSAP,SELENOP,SERPINA1,SERPINE1,SERPINF2,SOD1,STXBP2,TF,TGFB1,TLN1	127	0.00366453144634572	1.9698483200448	1
GO_REGULATION_OF_CENTROSOME_CYCLE	ATF5,CDK5RAP2,CEP120,CHMP3,CHMP4B,CTNNB1,MARK4,NPM1,NSFL1C,NUP62,PDCD6IP,PKHD1,RBM14,ROCK2,XPO1	58	0.00370357960688888	2.53904250397002	1
GO_SPINDLE_LOCALIZATION	ACTR1A,ARHGEF2,CDK5RAP2,CLASP1,ESPL1,GJA1,HTT,KPNB1,LLGL1,MAP4,MYH9,NSFL1C,PAFAH1B1,SPIRE2	51	0.00370757315847154	2.75399034948022	1
GO_INNATE_IMMUNE_RESPONSE	A2M,ACTG1,ADAR,AP1G1,ARHGEF2,BTRC,C1QBP,CAMK2G,CAPZA2,CARD11,CARD9,CDC42,CLDN1,CLEC6A,CLU,CREBBP,ECSIT,F2RL1,G3BP1,G3BP2,GAPDH,GATA3,GPER1,GPS2,HMGB3,HSP90AB1,HSPA1B,IP6K2,IPO7,IRAK3,LAMP1,LRP8,LYST,MAPKAPK3,MID1,MIF,MSRB1,MT2A,MUC5AC,MUC6,MYO1C,PAK2,PCBP2,PIK3CD,PRKD1,PRKDC,PSMB3,PSMB7,PSMC3,PSMD11,PSMD6,RAB12,RAB43,RBM14,RELB,RPL13A,RPL39,RPS19,RPS27A,RPS6KA3,RPS6KA5,S100A9,SARM1,SEC14L1,SERINC5,SOCS1,SRPK1,SRPK2,STXBP2,SYNCRIP,TAB1,TICAM2,TIRAP,TOLLIP,TUBB,TYRO3,UBA52,UBE2K,WAS,WRNIP1,ZCCHC3,ZYX	901	0.00378571873769762	0.713055591037366	1
GO_IRES_DEPENDENT_VIRAL_TRANSLATIONAL_INITIATION	EIF2D,EIF3A,EIF3B,PCBP2,PTBP1	10	0.00388326447208977	7.25876203500279	1
GO_RAS_PROTEIN_SIGNAL_TRANSDUCTION	AKAP13,APOA1,ARFGEF1,ARFGEF2,ARHGAP35,ARHGAP42,ARHGAP5,ARHGDIA,ARHGEF1,ARHGEF10L,ARHGEF18,ARHGEF2,ARHGEF7,ARRB1,AUTS2,BCR,CBL,CDC42,CELSR1,CFL1,CYTH4,DENND1A,DENND4B,DGKI,DHCR24,DNM2,ECT2,ELMO1,EPS8L1,EPS8L3,F2RL1,FARP1,G3BP1,G3BP2,GNB1,HACE1,IQSEC1,KPNB1,LZTR1,MAP4K4,MAPK14,MCF2L,MET,MFN2,MYO9B,NGEF,NOTCH2,NUP62,PLD1,PLEKHG1,PRKD1,RAB12,RAB1B,RAB28,RAB2A,RAB40B,RAB43,RAB5B,RAB7A,RAB8B,RALA,RALB,RASGRP2,RHOA,RHOT2,RIPOR2,ROCK2,RREB1,SHC1,SHC2,SHC3,TAX1BP3,TRIO,WAS	443	0.00390902454064056	1.4711786040776	1
GO_CHEMOKINE_C_X_C_MOTIF_LIGAND_2_PRODUCTION	CD74,F2RL1,FOXP1,LRP1,MIF,TIRAP	14	0.0039865318694035	5.44679578770896	1
GO_VIRAL_TRANSLATION	EIF2D,EIF3A,EIF3B,EIF3G,PCBP2,PTBP1	14	0.0039865318694035	5.44679578770896	1
GO_REGULATION_OF_MRNA_PROCESSING	C1QBP,CELF4,CPSF4,CPSF7,DAZAP1,HNRNPA1,HNRNPA2B1,HNRNPK,NCL,NPM1,PABPN1,PRPF19,PTBP1,RBFOX2,RBM10,RBM19,RBM3,RBMX,RNF40,SAFB,SAFB2,SNRNP70,SON,SRPK1,SRPK2,SUPT6H,U2AF2,YTHDC1,ZC3H3	141	0.00399099749701662	1.88928984134552	1
GO_ESTABLISHMENT_OF_ENDOTHELIAL_BARRIER	ADD1,CLDN1,CLDN3,CLDN5,CTNNB1,EZR,F2RL1,FASN,PDE4D,ROCK2,TJP1,TNFRSF1A	43	0.00407109850906188	2.81569071094743	1
GO_MODIFICATION_BY_SYMBIONT_OF_HOST_MORPHOLOGY_OR_PHYSIOLOGY	BCL2L1,CPSF4,GAPDH,HIPK2,KPNA1,KPNA7,KPNB1,PABPN1,RXRA,TGFB1,TYMS,VAPB	43	0.00407109850906188	2.81569071094743	1
GO_DENDRITE_MORPHOGENESIS	ADGRB3,ANAPC2,CDC42,CFL1,CTNND2,CUX1,DNM1L,EFNA1,FARP1,HDAC6,LRP8,LZTS3,MEF2A,MINK1,NGEF,OBSL1,PAFAH1B1,PHACTR1,PTPRD,RBFOX2,RELN,RERE,SARM1,SEMA4D,SHANK2,SIPA1L1,TAOK2,TRAK1,TRPC6	142	0.00422247613316711	1.87245610532638	1
GO_DEFENSE_RESPONSE_TO_BACTERIUM	CARD9,F2RL1,FOXP1,LYST,MAPKBP1,NOTCH2,PLA2G6,ROMO1,RPL30,RPL39,RPS19,S100A9,SERPINE1,SHC1,TIRAP,TNFRSF1A	247	0.00425092133456166	0.497619858145277	1
GO_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY	ACTB,ACTG1,ACVR1,AFP,AHSG,AP2B1,AP2M1,ARHGEF18,ARHGEF7,ARID5B,ARPC1B,ARPC4,ARPC5,ATP6V0D1,BAIAP2L1,BCAR1,BCL9L,BCR,BMP2,BMPER,BMPR1A,CBL,CBLB,CD63,CDC42,CDK4,CDKN2B,CLDN5,CNOT9,CREBBP,CTNNB1,DGKD,DLL1,DNM2,DUSP15,EFNA1,EIF4EBP2,ELMO1,EPHA7,EPHB4,EPN1,EPS15L1,ERBB3,FAM83G,FGF12,FGF19,FGF3,FGFR3,FIBP,FKBP1A,FLT4,FOXO1,FOXO4,FRK,FUT8,GAB1,GAREM1,GATA3,GDF2,GPC3,GPER1,GRB10,GRIN2B,HGS,HIF1A,HIPK2,HNF4A,HNRNPA1,HNRNPH1,HSP90AB1,HSPB1,IGF1R,IGF2,IL6ST,ITGA5,JCAD,LRP1,MAPK1,MAPK14,MAPKAPK3,MBD5,MEGF8,MET,MVB12B,MYO1C,NBL1,NDST1,NGEF,NOTCH2,NREP,NUCKS1,NUP62,PAK2,PARD3,PCSK6,PDCD6,PDGFC,PEG10,PHIP,PID1,PIK3R2,PLCB1,POLR2A,POLR2E,PPM1L,PRKD1,PTBP1,PTPRD,PTPRF,PTPRG,PTPRK,PTPRU,RAB7A,RBFOX2,RBM14,RHOA,RNF111,ROCK2,RPS27A,RPS6KA5,SHC1,SHC2,SHC3,SHH,SIPA1L1,SKIL,SLC30A10,SLC9A3R1,SMAD9,SMARCC1,SMURF1,SOCS1,SPRED2,SPTBN1,SUB1,TAB1,TF,TGFB1,TRIM71,TRIO,TSC1,TYRO3,UBA52,USP9X,USP9Y,VPS25,VTN,WNT1,ZC3H3,ZEB1,ZYX	1005	0.004401425932931	1.30518141198032	1
GO_NUCLEUS_LOCALIZATION	ACTR1A,BIN1,CDC42,CEP120,PAFAH1B1,PCM1,SLC9A3R1,SUN1,SYNE3	28	0.00445277918713901	3.44269831651257	1
GO_POSITIVE_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION	ARHGEF7,AUTS2,CDC42,CORO1B,DNM2,FSCN1,HDAC4,RREB1,WNT1	28	0.00445277918713901	3.44269831651257	1
GO_REGULATION_OF_MICROTUBULE_DEPOLYMERIZATION	ARHGEF2,CLASP1,CLASP2,HDAC6,HDGFL3,MAP1S,MID1,MID1IP1,TRPV4	28	0.00445277918713901	3.44269831651257	1
GO_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY	MRPL11,MRPL20,RPL10,RPL11,RPL3,RPL38,RPL5,RPL6,RPLP0	28	0.00445277918713901	3.44269831651257	1
GO_SMALL_MOLECULE_CATABOLIC_PROCESS	ACADVL,ADA2,AGXT,AHCY,AUH,BCKDHA,CBS,CHP1,CPT2,ECHS1,ENO1,ENOSF1,FUT8,GAPDH,GCDH,GK,GLDC,GPI,HIBCH,HK2,HSD17B4,IL4I1,LPIN3,NOS1,NT5E,NUDT19,PCCA,PGD,PKM,PPARD,SCARB1,SESN2,TGFB1,TXN2	435	0.00451104724628519	0.607302334307004	1
GO_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	ADGRB3,ADGRL1,APOA1,ARHGAP35,ARHGEF10L,ARPC1B,ARPC4,ARPC5,ATM,AUTS2,BAIAP2L1,BID,BIN1,CDC42,CDK5RAP2,CEP120,CLASP1,CLASP2,CLDN1,CLDN3,CLDN5,CLIP1,CLSTN3,CLU,CORO1B,CROCC,CUL4A,DNM2,EIF4G1,EPS8L1,EPS8L3,ERCC1,F2RL1,FCHSD2,FLNA,FNBP1L,FSCN1,G3BP1,G3BP2,GRID2,HDAC4,HDAC6,HGS,HSPA1B,HTT,JMY,LRRTM3,MAP4K4,MARK4,MET,MYO1C,NLGN2,NUP62,PDCD6IP,PFN1,PIEZO1,PROX1,PSMC3,PTPRD,RAB7A,RACK1,RALA,RALB,RHOA,RIPOR2,ROCK2,RPS3,SDC4,SEMA4D,SERPINF2,SNX9,SPIDR,SPIRE2,TGFB1,TPPP,TPR,TRABD2A,TRABD2B,TSC1,VCP,VPS4A,WAS,WNT1	510	0.00465039330511622	1.42682978367315	1
GO_EPITHELIAL_CELL_DEVELOPMENT	ADAMTSL4,ADD1,ATRX,B4GALT1,C1GALT1,CDK6,CLDN1,CLDN3,CLDN5,CTNNB1,DLL1,EZR,F2RL1,FASN,FLNA,FNDC3A,FOXJ1,GPAT4,HIF1A,HNF4A,HSD17B4,MET,NKX3-2,NOTCH2,PAFAH1B1,PDE4D,PROX1,PSAP,RIPOR2,ROCK2,SEC24B,SLC4A7,SLC9A3R1,SOD1,TBC1D20,TJP1,TNFRSF1A,TYMS,XBP1	205	0.00476629325989077	1.71673310584943	1
GO_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS	ATM,BABAM2,BCL2,BCL2L1,BID,CCAR2,CD74,CLU,CUL4A,DDX39B,ERCC1,EYA4,FAM168A,FUS,HDAC10,HIC1,HMGA2,HNRNPK,KLHL15,MIF,NPM1,OTUB1,PRKDC,PTTG1IP,RAD9A,RMI2,RPL26,RPS3,SKIL,SPIDR,SPIRE2,SPRED2,THOC5,TMEM161A,TP53BP1,TPT1,WAS,WRNIP1,XRCC1	205	0.00476629325989077	1.71673310584943	1
GO_ESTABLISHMENT_OF_RNA_LOCALIZATION	ATM,ATXN2,CPSF4,DDX39B,EIF5A,EIF5AL1,EIF6,G3BP2,HNRNPA1,HNRNPA2B1,IGF2BP1,KIF5C,MYO1C,NPM1,NUP160,NUP62,NUP88,PABPN1,POM121,RFTN2,RPS15,SDAD1,SEC13,SLBP,SMG5,SNUPN,SRRM1,SUPT6H,SYMPK,THOC5,TPR,TSC1,U2AF2,XPO1,XPOT,YTHDC1,ZC3H3	193	0.00515734523539597	1.73251249727431	1
GO_NUCLEAR_EXPORT	AKAP13,ANP32B,ATXN1,CALR,CHP1,CPSF4,DDX39B,EIF5A,EIF6,HNRNPA1,HNRNPA2B1,LZTS2,NPM1,NUP160,NUP62,NUP88,PABPN1,PKD1,POM121,RPS15,SDAD1,SEC13,SLBP,SMG5,SMURF1,SRRM1,SUPT6H,SYMPK,TGFB1,THOC5,TPR,TSC1,U2AF2,XPO1,XPOT,YTHDC1,YWHAE	194	0.00529374758919521	1.72135194000968	1
GO_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	ARHGEF2,CCSAP,CDK5RAP2,CEP192,CLASP1,CLASP2,CLIP1,CRYAB,HDAC6,HDGFL3,HSPA1B,KIF24,KIF2A,KIF2C,MAP1S,MET,MID1,MID1IP1,MZT1,NCKAP5,RPS3,TPPP,TRPV4,TUBGCP4	113	0.00548419022132546	1.96583277800416	1
GO_POSITIVE_REGULATION_OF_MITOCHONDRION_ORGANIZATION	BCL2,BID,DNM1L,E2F1,FIS1,GPER1,HDAC6,HIF1A,HK2,HTT,HUWE1,MFN2,MICALL2,NMT1,PLA2G6,PPIF,PPP3R1,SMURF1,TFDP1,UBL5,YWHAB,YWHAE,YWHAQ,YWHAZ	113	0.00548419022132546	1.96583277800416	1
GO_ASTRAL_MICROTUBULE_ORGANIZATION	CEP120,CLASP1,EZR,KPNB1	7	0.00557188300650805	9.67733798958344	1
GO_ENDOSOME_TO_LYSOSOME_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY	CHMP3,LYST,UBXN6,VCP	7	0.00557188300650805	9.67733798958344	1
GO_ENDOTHELIAL_CELL_FATE_COMMITMENT	ACVR1,DLL1,NR2F2,PROX1	7	0.00557188300650805	9.67733798958344	1
GO_POSITIVE_REGULATION_OF_CELL_MIGRATION_BY_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_SIGNALING_PATHWAY	GAB1,HSPB1,MYO1C,PRKD1	7	0.00557188300650805	9.67733798958344	1
GO_RIBOSOMAL_SMALL_SUBUNIT_EXPORT_FROM_NUCLEUS	NPM1,NUP88,RPS15,XPO1	7	0.00557188300650805	9.67733798958344	1
GO_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	CDH1,CDH23,CDH4,CELSR1,CLSTN3,PCDH11X,PCDH11Y,PKD1,TENM3	166	0.00561900437421131	0.41256161451863	1
GO_ION_TRANSPORT	ACSL3,ACSL4,ACTN4,AGXT,AHNAK,AKAP6,AKR1C1,ANK3,ANO2,ANXA2,ANXA6,APOA1,APOC2,ARL6IP1,ASPH,ATOX1,ATP1A1,ATP2A2,ATP2B2,ATP6V0D1,ATP8B2,ATP9A,ATP9B,BCL2,BEST1,BIN1,CAB39,CACHD1,CACNA1C,CACNA1G,CACNB3,CALM3,CAMK2G,CASR,CD63,CDH23,CHD7,CHP1,CLCN7,CLIC6,COMMD1,COX6B1,COX6C,CPT2,CTNNB1,DIAPH1,DLG2,DNM1L,DNM2,FGF12,FKBP1A,FLNA,FLVCR2,FTH1,FTL,GJA1,GPER1,GRID1,GRID2,GRIK1,GRIN2B,GRM7,HOMER1,HTT,IP6K2,IREB2,KCNB1,KCND2,KCNJ4,KCNK3,KCNQ1,KCNT1,LASP1,LETM1,MFSD2A,MID1IP1,MIF,MINK1,MLLT6,NCOR1,NDUFA4,NFE2L1,NKAIN3,NLGN2,NOS1,NPSR1,OCA2,OSBPL10,PDE4D,PIEZO1,PKD1,PLA2G6,PLCB1,PLCB4,PPARD,PPIF,PSAP,RALBP1,RELN,RHOA,RIMS1,RXRA,RYR2,SCARB1,SCARB2,SCN1B,SCN9A,SEC14L1,SESTD1,SHANK2,SLC10A3,SLC12A7,SLC12A8,SLC12A9,SLC16A3,SLC20A2,SLC22A9,SLC25A10,SLC25A11,SLC25A22,SLC25A6,SLC26A3,SLC27A3,SLC27A6,SLC30A10,SLC35D2,SLC39A11,SLC39A14,SLC4A10,SLC4A7,SLC5A10,SLC5A8,SLC6A11,SLC6A6,SLC7A5,SLC8A2,SLC9A3R1,SLC9C1,SLCO1A2,SLCO5A1,SNX4,SPG7,SPINK1,SYT1,TCAF1,TF,THADA,TMBIM6,TMC2,TMC6,TMCO3,TMEM109,TPT1,TRPC6,TRPV4,TSC1,UNC79,VDAC1,WNK1,XKR6,YME1L1,YWHAE,YWHAQ	1628	0.00562568547115849	0.787980826757328	1
GO_POSITIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	BCL2,BID,E2F1,NMT1,PPP3R1,TFDP1,YWHAB,YWHAE,YWHAQ,YWHAZ	34	0.00564245091930223	3.02910443112631	1
GO_POSTSYNAPTIC_SPECIALIZATION_ORGANIZATION	CRIPT,DLG2,GAP43,GRID2,LRFN4,NLGN2,NRXN2,PTPRD,RELN,SHANK2	34	0.00564245091930223	3.02910443112631	1
GO_CELLULAR_COMPONENT_MAINTENANCE	ADGRB3,BSN,CLDN1,CLDN3,DLG2,F2RL1,GRIN2B,HOMER1,IGF1R,NLGN2,PCLO,PLEKHA7,SUPT6H,TANC1	55	0.00579209249533268	2.48453510321001	1
