gs_name	n	p.value	odds	padj	seed_gene
GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY	42	6.44093346036122e-29	97.5612322445534	4.05778808002757e-27	EIF5A
GO_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	46	7.99474383980835e-28	82.0659054249376	4.95674118068118e-26	EIF5A
GO_TRANSLATIONAL_INITIATION	72	3.53772390091286e-26	48.0736823878097	2.15801157955684e-24	EIF5A
GO_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS	78	6.70191540133829e-47	60.7301341038707	1.76260375055197e-44	HNRNPA1
GO_RNA_SPLICING	114	1.51107445764414e-39	31.7971889779748	3.95901507902764e-37	HNRNPA1
GO_MRNA_PROCESSING	133	3.56562330028702e-36	24.9556249140216	9.30627681374913e-34	HNRNPA1
GO_MRNA_METABOLIC_PROCESS	231	1.43082583158067e-29	13.7989153751188	3.72014716210975e-27	HNRNPA1
GO_RNA_PROCESSING	293	8.14687800500773e-21	8.6146199468746	2.110041403297e-18	HNRNPA1
GO_MIRNA_METABOLIC_PROCESS	11	1.94672493375413e-06	202.319243130195	2.53074241388037e-05	LIN28B
GO_PRODUCTION_OF_SMALL_RNA_INVOLVED_IN_GENE_SILENCING_BY_RNA	20	1.32886643339718e-05	96.5953999754847	0.000159463972007662	LIN28B
GO_GENE_SILENCING_BY_RNA	48	0.000194165747714948	36.622479506429	0.00213582322486443	LIN28B
GO_NCRNA_METABOLIC_PROCESS	159	0.000450333923862384	16.1292898282447	0.00450333923862384	LIN28B
GO_GENE_SILENCING	77	0.000789684069808639	22.1544871138714	0.00710715662827775	LIN28B
GO_RNA_CATABOLIC_PROCESS	117	0.000135828076813189	13.0000421215888	0.00448232653483523	LSM14A
GO_MEGAKARYOCYTE_DIFFERENTIATION	19	1.46553984564951e-08	36.5621629140114	5.68629460112009e-06	MOV10
GO_REGULATION_OF_MEGAKARYOCYTE_DIFFERENTIATION	14	5.83400591728547e-08	46.2518348864494	2.25776028998948e-05	MOV10
GO_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION	57	3.81652686034318e-07	12.0734512129696	0.000147317936809247	MOV10
GO_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_II_PROMOTER	59	5.1864722990838e-07	11.5866518844855	0.000199679183514726	MOV10
GO_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	82	9.8950809077882e-07	9.04545316155092	0.000379971106859067	MOV10
GO_TRANSLATIONAL_INITIATION	72	3.61069213679813e-51	75.3950811050308	8.16016422916378e-49	PABPC1
GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY	42	6.3647874377163e-44	154.350538197256	1.43207717348617e-41	PABPC1
GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS	66	5.79657848652376e-39	52.3595478440309	1.29843358098132e-36	PABPC1
GO_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	37	1.83517113994898e-38	146.208016980293	4.09243164208623e-36	PABPC1
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	40	1.02438648946969e-36	106.589648363029	2.27413800662271e-34	PABPC1
GO_PROTEIN_DEPHOSPHORYLATION	82	1.30510754742628e-06	8.74091982877687	0.000608180117100648	PPP1CB
GO_PEPTIDYL_THREONINE_MODIFICATION	48	1.45912366068532e-06	12.2733248610296	0.000678492502218676	PPP1CB
GO_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION	34	1.55582536690042e-06	15.706986993288	0.000721902970241793	PPP1CB
GO_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY	27	5.71593966676274e-06	17.0605915244817	0.00264648006571115	PPP1CB
GO_PEPTIDYL_SERINE_MODIFICATION	100	8.18562661911649e-06	6.96062569085886	0.00378175949803182	PPP1CB
GO_REGULATION_OF_LIPID_KINASE_ACTIVITY	17	8.1965027931302e-06	24.5229965599792	0.00378175949803182	PPP1CB
GO_CELL_DIVISION	241	2.58443625604762e-19	6.66776929504354	1.899560648195e-16	PPP1CC
GO_CHROMOSOME_SEGREGATION	152	5.09502257812235e-15	7.03083958221004	3.73974657234181e-12	PPP1CC
GO_NUCLEAR_CHROMOSOME_SEGREGATION	122	1.7394852341878e-13	7.34689827163919	1.27504267665966e-10	PPP1CC
GO_SISTER_CHROMATID_SEGREGATION	100	4.9046545104509e-13	8.09850390188271	3.59020710165006e-10	PPP1CC
GO_MITOTIC_SISTER_CHROMATID_SEGREGATION	85	7.38913274807395e-13	8.92487289884648	5.40145603884206e-10	PPP1CC
GO_RAB_PROTEIN_SIGNAL_TRANSDUCTION	20	9.96837548236703e-18	94.2544414578425	2.8110818860275e-15	RAB6A
GO_GOLGI_VESICLE_TRANSPORT	99	1.62337218704375e-13	12.9004524783921	4.56167584559293e-11	RAB6A
GO_ANTIGEN_PROCESSING_AND_PRESENTATION	59	2.57589034757678e-10	14.2424018341634	7.21249297321498e-08	RAB6A
GO_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	44	1.60289940114992e-09	16.4197817665927	4.47208932920827e-07	RAB6A
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II	37	4.06799310232904e-09	18.0332170130492	1.13090208244747e-06	RAB6A
GO_MITOCHONDRIAL_TRANSLATIONAL_TERMINATION	42	1.96657653914275e-54	570.013721539312	2.16323419305702e-52	RPL13
GO_PEPTIDE_BIOSYNTHETIC_PROCESS	227	1.83706251823453e-51	18.6686414593999	2.00239814487564e-49	RPL13
GO_TRANSLATIONAL_TERMINATION	45	2.52585186014517e-51	229.276427949756	2.72792000895678e-49	RPL13
GO_TRANSLATIONAL_ELONGATION	59	7.19474428981546e-50	86.5709790506024	7.69837639010255e-48	RPL13
GO_MITOCHONDRIAL_TRANSLATION	65	1.41813877969062e-48	66.7990034068114	1.50322710647205e-46	RPL13
GO_TRANSLATIONAL_INITIATION	72	2.63884863266218e-43	41.7353803274842	7.23044525349437e-41	RPL15
GO_PEPTIDE_BIOSYNTHETIC_PROCESS	227	4.24622615213273e-36	11.0310788392978	1.15921973953223e-33	RPL15
GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY	42	6.62799197009017e-36	80.1684537473768	1.80281381586453e-33	RPL15
GO_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	37	2.04489425107298e-35	111.925979316479	5.54166342040777e-33	RPL15
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	40	2.11062203890464e-33	74.421531741013	5.69867950504252e-31	RPL15
GO_TRANSLATIONAL_INITIATION	72	5.90780273830329e-44	45.014594401426	1.18156054766066e-41	RPL6
GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY	42	1.60886051252583e-37	91.3437732073776	3.20163241992639e-35	RPL6
GO_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	37	6.27161890016932e-37	127.424361457921	1.24178054223353e-34	RPL6
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	40	6.57479765210901e-35	84.6556104906123	1.29523513746547e-32	RPL6
GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS	66	5.0294239742373e-32	30.4227212770781	9.85767098950511e-30	RPL6
GO_TRANSLATIONAL_INITIATION	72	6.93757878460708e-40	34.9410560903416	1.74826985372098e-37	RPS10
GO_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	169	6.51380154641451e-35	12.3489727514128	1.63496418815004e-32	RPS10
GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY	42	1.34912977880213e-34	72.1401282667648	3.37282444700534e-32	RPS10
GO_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	37	3.45399842272564e-34	100.786553827204	8.60045607258683e-32	RPS10
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	40	3.51516123516713e-32	67.0472480622143	8.71759986321447e-30	RPS10
GO_RIBOSOME_BIOGENESIS	129	3.51887429995263e-32	14.0018145575198	8.71759986321447e-30	RPS10
GO_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	169	1.15797089965878e-40	12.7897995392313	3.97184018582963e-38	RPS14
GO_RIBOSOME_BIOGENESIS	129	1.22799364547047e-39	15.7679646216014	4.19973826750901e-37	RPS14
GO_RRNA_METABOLIC_PROCESS	93	1.62888070190997e-37	20.7668353079354	5.55448319351299e-35	RPS14
GO_TRANSLATIONAL_INITIATION	72	6.54778265857195e-37	28.313065422952	2.22624610391446e-34	RPS14
GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY	42	2.16927313970809e-31	55.7078932279514	7.35383594361041e-29	RPS14
GO_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	169	7.23050398128217e-39	12.0400567421538	2.34268328993542e-36	RPS2
GO_RIBOSOME_BIOGENESIS	129	7.66341726383937e-38	14.7604363098323	2.47528377622012e-35	RPS2
GO_TRANSLATIONAL_INITIATION	72	1.87912394842148e-36	27.5373051899936	6.05077911391716e-34	RPS2
GO_RRNA_METABOLIC_PROCESS	93	1.05408004527455e-35	19.2357136588359	3.38359694533131e-33	RPS2
GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY	42	4.5978900343911e-31	54.2588450264051	1.47132481100515e-28	RPS2
GO_TRANSLATIONAL_INITIATION	72	9.27918151002132e-39	30.2778611733627	3.17348007642729e-36	RPS3
GO_PEPTIDE_BIOSYNTHETIC_PROCESS	227	5.37253618975358e-31	7.74441496650396	1.83203484070597e-28	RPS3
GO_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	169	7.9117624014237e-31	9.40200008862498	2.68999921648406e-28	RPS3
GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY	42	1.21857664715073e-30	52.4332899691606	4.13097483384097e-28	RPS3
GO_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	37	1.80376935232681e-30	73.4010960838587	6.09674041086461e-28	RPS3
GO_RNA_SPLICING_VIA_ENDONUCLEOLYTIC_CLEAVAGE_AND_LIGATION	5	5.06379789788193e-10	1459.18907500291	4.55741810809374e-09	RTCB
GO_TRNA_PROCESSING	37	6.26463419563675e-06	46.5855021725135	5.0117073565094e-05	RTCB
GO_TRNA_METABOLIC_PROCESS	48	1.80446118823402e-05	34.941240217692	0.000126312283176381	RTCB
GO_RNA_SPLICING	114	0.000540060350745404	13.7853855779587	0.00324036210447242	RTCB
GO_NCRNA_PROCESSING	141	0.00120735859118295	10.9942629399855	0.00603679295591475	RTCB
GO_VESICLE_TARGETING_TO_FROM_OR_WITHIN_GOLGI	17	5.23008312750455e-20	448.307845574467	1.41212244442623e-18	SCFD1
GO_VESICLE_TARGETING	20	4.92707963652239e-19	312.530713062257	1.28104070549582e-17	SCFD1
GO_COPII_COATED_VESICLE_BUDDING	17	1.96015961556635e-17	326.147857371939	4.90039903891589e-16	SCFD1
GO_GOLGI_VESICLE_BUDDING	19	7.4040763971741e-17	262.115038576756	1.77697833532178e-15	SCFD1
GO_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	44	6.18640609477666e-15	93.7314414164479	1.42287340179863e-13	SCFD1
GO_THYMUS_DEVELOPMENT	11	1.14043745319374e-05	42.1541525055038	0.00318182049441054	SND1
GO_PROTEIN_FOLDING	63	1.46928930903186e-17	44.1083739324495	2.32147710827034e-15	STIP1
GO_PROTEIN_REFOLDING	7	7.21263752956004e-12	632.303955381962	1.13238409214093e-09	STIP1
GO_CHAPERONE_MEDIATED_PROTEIN_FOLDING	20	9.78686438796334e-12	75.1174507588307	1.52675084452228e-09	STIP1
GO_CHAPERONE_COFACTOR_DEPENDENT_PROTEIN_REFOLDING	9	8.51935857570652e-11	212.789295760541	1.32050057923451e-08	STIP1
GO_DE_NOVO_PROTEIN_FOLDING	11	4.61211731352751e-10	127.861561270843	7.10266066283236e-08	STIP1
GO_TRANSLATIONAL_INITIATION	72	7.24661151332778e-05	10.1908083207858	0.00797127266466056	SYNCRIP
GO_MRNA_METABOLIC_PROCESS	231	7.28304420620964e-05	5.5205439788891	0.00797127266466056	SYNCRIP
GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY	42	1.11308577026172e-45	188.724999269533	1.44701150134024e-43	UPF1
GO_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	37	6.16164930346699e-42	205.611793430626	7.94852760147242e-40	UPF1
GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS	66	1.4975485077141e-41	69.7679503665063	1.91686208987405e-39	UPF1
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	40	3.50814636768098e-40	148.810324058656	4.45534588695485e-38	UPF1
GO_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	46	2.40026560048581e-37	96.2007770651357	3.02433465661213e-35	UPF1
GO_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	44	1.12933643117853e-35	127.859676802621	1.87469847575636e-33	USO1
GO_GOLGI_VESICLE_TRANSPORT	99	2.49157414857432e-26	35.3371340627515	4.11109734514762e-24	USO1
GO_VESICLE_TARGETING_TO_FROM_OR_WITHIN_GOLGI	17	1.14362260765636e-14	100.720840866334	1.87554107655642e-12	USO1
GO_VESICLE_TARGETING	20	1.04603173923215e-13	70.8501227409029	1.7050317349484e-11	USO1
GO_COPII_COATED_VESICLE_BUDDING	17	1.00397477124428e-12	78.256688839834	1.62643912941573e-10	USO1
GO_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS	78	1.63731938320631e-45	58.4830945197639	7.40068361209254e-43	YBX1
GO_RNA_SPLICING	114	5.86965752066958e-37	29.4580408660639	2.64721554182198e-34	YBX1
GO_MRNA_PROCESSING	133	3.62841500555516e-35	24.458448391525	1.63278675249982e-32	YBX1
GO_MRNA_METABOLIC_PROCESS	231	1.61776148255015e-25	11.9920579633258	7.26374905665019e-23	YBX1
GO_RNA_PROCESSING	293	3.58686459608561e-21	8.86896660747863	1.60691533904635e-18	YBX1
